generation,best_distance,average_distance,worst_distance,best_fitness,average_fitness,worst_fitness
0,779.1192038198258,864.4081997069703,936.0681571533149,0.0012818553819769283,0.0011569256971835215,0.001067158234293078
1,765.7323690506759,839.1528218225263,901.982010689361,0.00130423605467204,0.0011917520517767744,0.0011074417742127252
2,753.5605337739162,825.8050849429978,884.5867295407385,0.0013252747198405994,0.0012108522537080356,0.0011291948791041571
3,734.2819991853188,811.6654436716059,885.2633126402652,0.001360022414676253,0.0012323747288954417,0.0011283328393916047
4,699.9300772517972,799.1351851238521,871.2643703795986,0.0014266758303778239,0.0012519869671729804,0.0011464414161096736
5,699.9300772517972,783.1087654115845,854.6086391285139,0.0014266758303778239,0.0012778403618875017,0.001168758652341983
6,699.9300772517972,774.7817060858612,847.5555334582825,0.0014266758303778239,0.0012909359076704004,0.0011784732531582307
7,699.9300772517972,771.425490703122,864.2461030973164,0.0014266758303778239,0.0012966500516831624,0.001155740541818456
8,668.4136898879855,758.2963135640921,833.016807327593,0.00149384456145098,0.0013193779286053379,0.0011990166039989774
9,668.4136898879855,747.3050608842246,820.6576316174088,0.00149384456145098,0.0013378274329246126,0.0012170519222605277
10,668.4136898879855,743.8812598756533,829.9317682116975,0.00149384456145098,0.0013445068139016365,0.0012034682488457087
11,668.4136898879855,729.4677600824383,827.8997222251159,0.00149384456145098,0.0013713113953170175,0.001206418548815023
12,662.9514795304351,722.3913867981688,791.6053510001441,0.0015061341541210628,0.0013852277409125708,0.0012616619339475266
13,662.9514795304351,713.0999428776942,771.7676950960569,0.0015061341541210628,0.0014027373675530716,0.001294049953622476
14,662.9514795304351,709.9199805605064,795.7120568600013,0.0015061341541210628,0.001409026402357611,0.0012551586126877462
15,661.73019956347,691.649891733526,741.9303970198403,0.0015089096598565816,0.0014449832331720433,0.001346021113163976
16,649.0756153775299,691.971884837099,776.3544266840732,0.0015382825879713276,0.0014448675463485632,0.0012864144921199668
17,649.0756153775299,691.3014143442733,768.4929400963558,0.0015382825879713276,0.0014458528718381666,0.0012995570821933468
18,647.152218742808,690.0890928916236,755.6506196343047,0.0015428474532412392,0.0014487915568619594,0.0013216139312531166
19,641.3491271854076,686.7023786283752,756.8533380855808,0.0015567858002418675,0.001455704039575142,0.0013195165208694701
20,621.6347525520662,683.8555887503624,737.8248020797334,0.0016060780351581446,0.0014621440515304339,0.0013535008532267448
21,621.6347525520662,673.7243086316121,724.5285448997018,0.0016060780351581446,0.0014840462814410891,0.0013783055222703078
22,621.6347525520662,664.0057482485041,731.5604424482233,0.0016060780351581446,0.0015054716450877842,0.0013650750737481693
23,618.2072485538334,656.0206100209846,723.2299416579642,0.001614968174767839,0.0015239369706831704,0.001380776936273473
24,613.8902836286711,657.9721164107982,730.864853583767,0.00162630639420527,0.0015195687950777664,0.0013663724868098795
25,613.8902836286711,652.9664709131445,721.252944451147,0.00162630639420527,0.0015312359491298421,0.0013845564876996356
26,605.944768836477,649.9740814411225,719.5560986763935,0.0016475963734179904,0.001538282012315595,0.0013878169955634594
27,605.944768836477,646.5735527110955,703.9431880370676,0.0016475963734179904,0.0015465327690544288,0.001418554029558787
28,602.2585464033382,638.2674298461149,710.2709583872048,0.0016576640413336154,0.0015664337312556811,0.001405933966807085
29,599.7024597595414,632.5015709870409,691.2287829218657,0.0016647176713747696,0.0015802674220227466,0.0014446091013133639
30,593.8165969976401,630.316936384272,698.1336934639226,0.0016811904796327792,0.0015856969431032755,0.001430341591814017
31,593.8165969976401,629.442343858083,671.3599889585562,0.0016811904796327792,0.0015878147997643293,0.0014872984954814724
32,593.8165969976401,623.0455161314898,706.0883705554786,0.0016811904796327792,0.0016043612087162722,0.001414250384593957
33,591.0019836235596,612.3357148717986,664.4070358318226,0.0016891835292158024,0.0016318202398848212,0.001502839534526268
34,590.1642384833981,610.4785508188127,665.5917364381678,0.0016915772891903092,0.0016366944545610882,0.001500168611965322
35,579.2113130945379,605.0137007426317,648.6648896795812,0.0017235099996008919,0.0016512107244173646,0.0015392551081115163
36,579.2113130945379,602.6075517176298,667.352847624101,0.0017235099996008919,0.0016580292544939265,0.001496215664457565
37,570.0451277535444,599.6599773237352,644.979551348071,0.0017511750847677083,0.0016657465028361751,0.0015480366180525942
38,569.3168381706748,594.1057211635163,631.882224919273,0.0017534113199385091,0.0016813478678829733,0.0015800728170672744
39,566.5114632440673,589.8010951568612,637.1266380180141,0.0017620789442449275,0.0016939117836159425,0.001567087064576938
40,560.3785756625165,585.8925082849405,622.4063479325596,0.0017813291125687155,0.001705050971871875,0.0016040901786071972
41,550.8444695433986,581.6311458858761,626.583737879618,0.0018121047780498905,0.0017176256878470944,0.0015934128621283975
42,548.1581419503977,577.3657451581357,621.0265391867252,0.0018209690863334666,0.001730178549282501,0.0016076484474560522
43,536.9378376774569,573.8360388358165,625.5872193766284,0.00185895084888896,0.0017412138119243259,0.001595947011167684
44,536.9378376774569,569.6238505062545,634.3036804908705,0.00185895084888896,0.0017540550610618088,0.0015740503804847236
45,536.9378376774569,558.9390270119767,592.7432468414956,0.00185895084888896,0.001786490916901703,0.0016842296823073725
46,534.9435118410794,553.7566749557686,584.4989697244696,0.001865868282582223,0.001802949082317036,0.0017079449353610149
47,531.3369620152795,555.4888693652462,611.1491104614511,0.0018785094242080777,0.001798111364503366,0.0016335889130773688
48,531.3369620152795,555.3786190782112,635.3108970881481,0.0018785094242080777,0.0017994783189871505,0.0015715588159438201
49,528.2616508125878,547.9717471068669,623.8798485281368,0.0018894246323433344,0.0018233729939854122,0.0016003076469107364
50,528.2616508125878,543.3249718132892,589.0388554715435,0.0018894246323433344,0.0018383380142041133,0.0016948036400091422
51,525.721804245986,537.9679238350211,600.1749990603611,0.0018985354164928149,0.0018564394729902386,0.0016634091596673247
52,525.721804245986,536.3778129321879,582.4600457516138,0.0018985354164928149,0.0018615687005736708,0.0017139134158051883
53,525.721804245986,534.3424404500408,573.5428142043564,0.0018985354164928149,0.0018686791229427626,0.0017405143277004153
54,525.721804245986,530.9071973530145,571.1790992006476,0.0018985354164928149,0.001880552466942603,0.001747704523630856
55,525.721804245986,527.5174694218,570.3873377435566,0.0018985354164928149,0.0018923629155817299,0.0017501262872731149
56,525.721804245986,525.82105588776,531.1538783060441,0.0018985354164928149,0.0018981810386567738,0.0018791557118463683
57,525.721804245986,525.9928291114104,552.8242907884035,0.0018985354164928149,0.0018976063306540103,0.001805626832612267
58,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
59,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
60,525.721804245986,526.0974798714008,563.2893667874324,0.0018985354164928149,0.001897271466608339,0.0017721404280451373
61,525.721804245986,526.4644844028169,579.8074717249522,0.0018985354164928149,0.0018960668570978329,0.001721740935993952
62,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
63,525.721804245986,526.0764043165956,556.6639106298396,0.0018985354164928149,0.0018973205499196498,0.0017931947557276477
64,525.721804245986,525.7900514788347,532.5465275308331,0.0018985354164928149,0.0018982925702142725,0.0018742507886385052
65,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
66,525.721804245986,526.5439851807942,578.2696950431414,0.0018985354164928149,0.0018958007639829108,0.0017263116102172833
67,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
68,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
69,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
70,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
71,525.721804245986,526.7216083587213,580.3806349898558,0.0018985354164928149,0.0018952463350461039,0.0017200435305476736
72,525.721804245986,526.5828947763773,564.8077551499605,0.0018985354164928149,0.0018956062703346188,0.0017673847537401854
73,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
74,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
75,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
76,525.721804245986,525.9666960699988,550.2109866472442,0.0018985354164928149,0.0018976919358431909,0.001814187351530359
77,525.721804245986,526.3943842847816,576.6441079163409,0.0018985354164928149,0.0018962906617271574,0.0017311697398025361
78,525.721804245986,525.8593186947737,539.4732491247396,0.0018985354164928149,0.0018980523656633335,0.0018502303335445989
79,525.721804245986,527.0657083241864,608.1403708512802,0.0018985354164928149,0.0018942615858309369,0.0016416577325231118
80,525.721804245986,526.9233395761551,587.6612997087923,0.0018985354164928149,0.001894648297548097,0.0016987697348113335
81,525.721804245986,525.9405565547686,547.5970351242245,0.0018985354164928149,0.0018977783781220763,0.0018228315794188712
82,525.721804245986,526.2936986287509,582.9112425224565,0.0018985354164928149,0.0018966759528259033,0.0017125890498015906
83,525.721804245986,526.6287981081476,587.0659608549863,0.0018985354164928149,0.001895552723251202,0.0017004895140438068
84,525.721804245986,526.5281748117072,563.0957386339496,0.0018985354164928149,0.0018957862087479488,0.001772748722444995
85,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
86,525.721804245986,525.7218042459862,525.721804245986,0.0018985354164928149,0.0018985354164928155,0.0018985354164928149
87,525.721804245986,525.91906939064,545.4483187113566,0.0018985354164928149,0.001897850054582566,0.0018299992254678656
88,525.721804245986,525.9903957014822,552.5809497955868,0.0018985354164928149,0.0018976142677592568,0.0018064205431369273
89,525.3409797109521,525.7179960006359,525.721804245986,0.0018999090675956198,0.0018985491530038433,0.0018985354164928149
90,525.3409797109521,526.7410097280043,588.2192253599294,0.0018999090675956198,0.0018952052785937055,0.001697161187144126
91,517.9603028698557,527.2929849378501,597.0220842924124,0.0019269296600722442,0.0018933627582784127,0.001672179048677129
92,517.9603028698557,529.8526030757705,595.340903129714,0.0019269296600722442,0.0018845518182201177,0.0016768931910452628
93,517.2526212091858,527.0929481135207,556.4675793102789,0.0019295609111764883,0.0018939451755199258,0.0017938262907364762
94,517.2526212091858,528.318084421633,561.0976931312418,0.0019295609111764883,0.0018899316464026424,0.0017790501761879927
95,517.2526212091858,525.8044724796295,568.967375024037,0.0019295609111764883,0.0018991773808213553,0.0017544863860985507
96,516.0506058111713,519.4619688695859,549.0356198821254,0.0019340466653765096,0.0019216218268240583,0.0018180640741308782
97,515.3429241505015,518.6110785759356,558.0254315860867,0.0019366974024970353,0.0019247790592535857,0.0017888273833316754
98,515.3429241505015,518.0991055440288,577.1487370829186,0.0019366974024970353,0.0019267063418352214,0.0017296587121258021
99,515.3429241505015,517.1330883909881,552.0572002936631,0.0019366974024970353,0.001930146148536732,0.0018081312375447217
100,515.3429241505015,516.1179239849721,556.7615771546405,0.0019366974024970353,0.0019339096048850107,0.0017928807593764174
101,515.3429241505015,515.7319847091818,550.7105717151859,0.0019366974024970353,0.0019353233372983853,0.0018125445682346617
102,515.3429241505015,515.7036873515951,551.4192442598649,0.0019366974024970353,0.0019354326218766376,0.001810219340457277
103,515.3429241505015,516.0522844521283,576.9093683002644,0.0019366974024970353,0.0019342890091512952,0.0017303751329402744
104,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
105,515.3429241505015,515.508411903675,531.89169946784,0.0019366974024970353,0.0019360959675299753,0.0018765539057910396
106,515.3429241505015,517.3696175272623,593.1930532280659,0.0019366974024970353,0.0019297760893483872,0.001682954714073669
107,515.3429241505015,515.6952970303181,550.580212132156,0.0019366974024970353,0.0019354601578931848,0.0018129729421120073
108,515.3429241505015,516.424625843311,607.3004865064598,0.0019366974024970353,0.0019331800827925778,0.001643924379779993
109,515.3429241505015,515.8422116972449,565.2716788248392,0.0019366974024970353,0.0019349897965350283,0.001765936806296334
110,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
111,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
112,515.3429241505015,515.813666894462,542.6906840811745,0.0019366974024970353,0.0019350105652165064,0.0018392811009627255
113,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
114,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
115,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
116,515.3429241505015,516.0848183116967,565.9312905285708,0.0019366974024970353,0.0019341227162878458,0.0017638821788574473
117,515.3429241505015,515.8840445306108,569.4549621614324,0.0019366974024970353,0.0019348602961448962,0.0017529867672831483
118,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
119,515.3429241505015,515.4555405175528,526.6045608556215,0.0019366974024970353,0.0019362840174702016,0.0018953588998136981
120,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
121,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
122,515.3429241505015,515.4536291549645,526.4134245967862,0.0019366974024970353,0.0019362908863095668,0.0018960457837502182
123,515.3429241505015,515.9383685124751,574.8873603478635,0.0019366974024970353,0.0019346949352984683,0.0017364506826403555
124,515.3429241505015,515.5447973003176,535.530239132099,0.0019366974024970353,0.0019359687069336407,0.0018638278461575958
125,515.3429241505015,516.9070963373001,574.9757938805627,0.0019366974024970353,0.001931337227190616,0.0017361840734011213
126,515.3429241505015,516.7228972186705,578.1217379960394,0.0019366974024970353,0.0019319884712378688,0.0017267526573261508
127,515.3429241505015,516.7188165225664,578.8686522861796,0.0019366974024970353,0.0019319917555075078,0.0017245284704689903
128,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
129,515.3429241505015,515.8354339038399,544.6662970702065,0.0019366974024970353,0.0019349369782021843,0.0018326218888159369
130,515.3429241505015,515.7634834534192,557.3988544422641,0.0019366974024970353,0.001935238774666629,0.0017908346194563968
131,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
132,515.3429241505015,515.7682135340514,557.8718625054703,0.0019366974024970353,0.0019352236177179309,0.001789318924586603
133,515.3429241505015,515.6642267695187,547.4731860522197,0.0019366974024970353,0.0019355628603471354,0.0018232431875070568
134,515.3429241505015,515.4353108182717,524.5815909275107,0.0019366974024970353,0.001936356970064499,0.0019026541592434163
135,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
136,515.3429241505015,515.9528746207803,576.3379711783822,0.0019366974024970353,0.0019346513054959496,0.0017320877023884965
137,515.3429241505015,516.0922324546517,573.106104755293,0.0019366974024970353,0.0019341256083747719,0.001741838297340942
138,515.3429241505015,516.5898554923614,584.8458629623775,0.0019366974024970353,0.0019325295894536848,0.0017069336206343051
139,515.3429241505015,515.9416822938791,556.5818417204289,0.0019366974024970353,0.001934590335176798,0.0017934586910407302
140,515.3429241505015,515.6608619473444,547.1367038347823,0.0019366974024970353,0.0019355740526082333,0.0018243624136168354
141,515.3429241505015,515.3823905627286,519.2895653732047,0.0019366974024970353,0.0019365504948841733,0.001922006641210838
142,515.3429241505015,515.7867084279984,559.7213519001783,0.0019366974024970353,0.0019351645986282605,0.0017834170156195938
143,515.3429241505015,515.5079842715246,531.8489362528011,0.0019366974024970353,0.0019360974735380151,0.0018767045065950306
144,515.3429241505015,515.8440425589578,565.4547649961142,0.0019366974024970353,0.0019349840887781416,0.0017653660306076863
145,515.3429241505015,515.3429241505015,515.3429241505015,0.0019366974024970353,0.001936697402497035,0.0019366974024970353
146,515.3429241505015,515.5682303176634,537.8735408666807,0.0019366974024970353,0.0019358876580289602,0.001855722955689531
147,515.3429241505015,516.0980080753861,563.929585801228,0.0019366974024970353,0.0019340720102363268,0.0017701321105031535
